ts,type,walletId,lightningAddress,invoiceId,betAmount,payoutAmount,amountSats,balanceBeforeSats,balanceAfterSats,recipient,reason,error
"2026-05-08T02:36:18.288Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T02:36:17.581Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T02:31:18.300Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T02:31:17.578Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T02:26:18.402Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T02:26:17.574Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T02:21:18.500Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T02:21:17.571Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T02:16:18.409Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T02:16:17.570Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T02:11:18.359Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T02:11:17.566Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T02:06:18.473Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T02:06:17.565Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T02:01:18.354Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T02:01:17.563Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T01:56:18.357Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T01:56:17.560Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T01:51:18.441Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T01:51:17.558Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T01:46:18.285Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T01:46:17.551Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T01:41:18.274Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T01:41:17.547Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T01:36:18.212Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T01:36:17.544Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T01:31:18.308Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T01:31:17.541Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T01:26:18.269Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T01:26:17.539Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T01:21:18.287Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T01:21:17.539Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T01:16:18.262Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T01:16:17.537Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T01:11:18.287Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T01:11:17.536Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T01:06:18.480Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T01:06:17.535Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T01:01:18.307Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T01:01:17.533Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T00:56:18.191Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T00:56:17.528Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T00:51:18.328Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T00:51:17.527Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T00:46:18.258Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T00:46:17.524Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T00:41:18.665Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T00:41:17.521Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T00:36:18.310Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T00:36:17.519Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
"2026-05-08T00:31:18.244Z","auto_refund_failed","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","0","1030","abc@speed.app","auto_refund","Request failed with status code 400"
"2026-05-08T00:31:17.516Z","auto_refund_requested","e2da14b8e4d0d38e93705bd9283d5c45","abc@speed.app","","","","1030","1030","0","abc@speed.app","auto_refund",""
